_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
17766,2022Q3,S08000022,S08000030,"",Head & Neck,"",1,"",1,""
17767,2022Q3,S08000022,S92000003,d,Head & Neck,"",10,"",10,""
17768,2022Q3,S08000024,S08000024,"",Head & Neck,"",43,"",42,""
17769,2022Q3,S08000024,S92000003,d,Head & Neck,"",43,"",42,""
17770,2022Q3,S08000026,S08000020,"",Head & Neck,"",5,"",5,""
17771,2022Q3,S08000026,S92000003,d,Head & Neck,"",5,"",5,""
17772,2022Q3,S08000028,S08000022,"",Head & Neck,"",1,"",0,""
17773,2022Q3,S08000028,S92000003,d,Head & Neck,"",1,"",0,""
17774,2022Q3,S08000029,S08000024,"",Head & Neck,"",4,"",4,""
17775,2022Q3,S08000029,S08000030,"",Head & Neck,"",7,"",6,""
17776,2022Q3,S08000029,S92000003,d,Head & Neck,"",11,"",10,""
17777,2022Q3,S08000030,S08000030,"",Head & Neck,"",22,"",20,""
17778,2022Q3,S08000030,S92000003,d,Head & Neck,"",22,"",20,""
17779,2022Q3,S08000031,S08000031,"",Head & Neck,"",87,"",86,""
17780,2022Q3,S08000031,S92000003,d,Head & Neck,"",87,"",86,""
17781,2022Q3,S08000032,S08000031,"",Head & Neck,"",7,"",7,""
17782,2022Q3,S08000032,S08000032,"",Head & Neck,"",8,"",8,""
17783,2022Q3,S08000032,S92000003,d,Head & Neck,"",15,"",15,""
17784,2022Q3,S08000015,S08000015,"",Lung,"",31,"",31,""
17785,2022Q3,S08000015,S08000031,"",Lung,"",9,"",9,""
17786,2022Q3,S08000015,S92000003,d,Lung,"",47,"",47,""
17787,2022Q3,S08000015,SB0801,"",Lung,"",7,"",7,""
17788,2022Q3,S08000016,S08000016,"",Lung,"",9,"",9,""
17789,2022Q3,S08000016,S08000024,"",Lung,"",3,"",3,""
17790,2022Q3,S08000016,S92000003,d,Lung,"",12,"",12,""
17791,2022Q3,S08000017,S08000017,"",Lung,"",29,"",29,""
17792,2022Q3,S08000017,S08000024,"",Lung,"",4,"",4,""
17793,2022Q3,S08000017,S92000003,d,Lung,"",37,"",37,""
17794,2022Q3,S08000017,SB0801,"",Lung,"",4,"",4,""
17795,2022Q3,S08000019,S08000019,"",Lung,"",52,"",52,""
17796,2022Q3,S08000019,S08000031,"",Lung,"",9,"",7,""
17797,2022Q3,S08000019,S92000003,d,Lung,"",63,"",61,""
17798,2022Q3,S08000019,SB0801,"",Lung,"",2,"",2,""
17799,2022Q3,S08000020,S08000020,"",Lung,"",86,"",81,""
17800,2022Q3,S08000020,S92000003,d,Lung,"",86,"",81,""
17801,2022Q3,S08000022,S08000022,"",Lung,"",28,"",28,""
17802,2022Q3,S08000022,S08000031,"",Lung,"",1,"",1,""
17803,2022Q3,S08000022,S92000003,d,Lung,"",35,"",35,""
17804,2022Q3,S08000022,SB0801,"",Lung,"",6,"",6,""
17805,2022Q3,S08000024,S08000024,"",Lung,"",164,"",164,""
17806,2022Q3,S08000024,S92000003,d,Lung,"",164,"",164,""
17807,2022Q3,S08000025,S08000025,"",Lung,"",1,"",1,""
17808,2022Q3,S08000025,S92000003,d,Lung,"",1,"",1,""
17809,2022Q3,S08000026,S08000020,"",Lung,"",3,"",3,""
17810,2022Q3,S08000026,S08000026,"",Lung,"",2,"",2,""
17811,2022Q3,S08000026,S92000003,d,Lung,"",5,"",5,""
17812,2022Q3,S08000028,S08000022,"",Lung,"",1,"",1,""
17813,2022Q3,S08000028,S08000028,"",Lung,"",5,"",5,""
17814,2022Q3,S08000028,S92000003,d,Lung,"",9,"",9,""
17815,2022Q3,S08000028,SB0801,"",Lung,"",3,"",3,""
17816,2022Q3,S08000029,S08000024,"",Lung,"",15,"",15,""
17817,2022Q3,S08000029,S08000029,"",Lung,"",56,"",56,""
17818,2022Q3,S08000029,S08000030,"",Lung,"",1,"",1,""
17819,2022Q3,S08000029,S92000003,d,Lung,"",72,"",72,""
17820,2022Q3,S08000030,S08000020,"",Lung,"",2,"",2,""
17821,2022Q3,S08000030,S08000024,"",Lung,"",4,"",4,""
17822,2022Q3,S08000030,S08000030,"",Lung,"",87,"",86,""
17823,2022Q3,S08000030,S92000003,d,Lung,"",93,"",92,""
17824,2022Q3,S08000031,S08000022,"",Lung,"",1,"",1,""
17825,2022Q3,S08000031,S08000031,"",Lung,"",282,"",282,""
17826,2022Q3,S08000031,S92000003,d,Lung,"",335,"",334,""
17827,2022Q3,S08000031,SB0801,"",Lung,"",52,"",51,""
17828,2022Q3,S08000032,S08000031,"",Lung,"",19,"",19,""
17829,2022Q3,S08000032,S08000032,"",Lung,"",90,"",90,""
17830,2022Q3,S08000032,S92000003,d,Lung,"",126,"",126,""
17831,2022Q3,S08000032,SB0801,"",Lung,"",17,"",17,""
17832,2022Q3,S08000015,S08000015,"",Lymphoma,"",9,"",9,""
17833,2022Q3,S08000015,S08000031,"",Lymphoma,"",3,"",3,""
17834,2022Q3,S08000015,S92000003,d,Lymphoma,"",12,"",12,""
17835,2022Q3,S08000016,S08000016,"",Lymphoma,"",4,"",4,""
17836,2022Q3,S08000016,S92000003,d,Lymphoma,"",4,"",4,""
17837,2022Q3,S08000017,S08000017,"",Lymphoma,"",13,"",13,""
17838,2022Q3,S08000017,S08000031,"",Lymphoma,"",2,"",2,""
17839,2022Q3,S08000017,S92000003,d,Lymphoma,"",15,"",15,""
17840,2022Q3,S08000019,S08000019,"",Lymphoma,"",19,"",19,""
17841,2022Q3,S08000019,S92000003,d,Lymphoma,"",19,"",19,""
17842,2022Q3,S08000020,S08000020,"",Lymphoma,"",37,"",37,""
17843,2022Q3,S08000020,S92000003,d,Lymphoma,"",37,"",37,""
17844,2022Q3,S08000022,S08000022,"",Lymphoma,"",17,"",17,""
17845,2022Q3,S08000022,S92000003,d,Lymphoma,"",17,"",17,""
17846,2022Q3,S08000024,S08000024,"",Lymphoma,"",24,"",24,""
17847,2022Q3,S08000024,S92000003,d,Lymphoma,"",24,"",24,""
17848,2022Q3,S08000028,S08000031,"",Lymphoma,"",1,"",1,""
17849,2022Q3,S08000028,S92000003,d,Lymphoma,"",1,"",1,""
17850,2022Q3,S08000029,S08000029,"",Lymphoma,"",20,"",20,""
17851,2022Q3,S08000029,S92000003,d,Lymphoma,"",20,"",20,""
17852,2022Q3,S08000030,S08000030,"",Lymphoma,"",14,"",14,""
17853,2022Q3,S08000030,S92000003,d,Lymphoma,"",14,"",14,""
17854,2022Q3,S08000031,S08000031,"",Lymphoma,"",27,"",26,""
17855,2022Q3,S08000031,S92000003,d,Lymphoma,"",28,"",27,""
17856,2022Q3,S08000031,SB0801,"",Lymphoma,"",1,"",1,""
17857,2022Q3,S08000032,S08000031,"",Lymphoma,"",2,"",2,""
17858,2022Q3,S08000032,S08000032,"",Lymphoma,"",13,"",13,""
17859,2022Q3,S08000032,S92000003,d,Lymphoma,"",15,"",15,""
17860,2022Q3,S08000015,S08000015,"",Melanoma,"",28,"",28,""
17861,2022Q3,S08000015,S92000003,d,Melanoma,"",28,"",28,""
17862,2022Q3,S08000016,S08000016,"",Melanoma,"",8,"",8,""
17863,2022Q3,S08000016,S08000024,"",Melanoma,"",1,"",1,""
17864,2022Q3,S08000016,S92000003,d,Melanoma,"",9,"",9,""
17865,2022Q3,S08000017,S08000017,"",Melanoma,"",12,"",12,""
17866,2022Q3,S08000017,S92000003,d,Melanoma,"",12,"",12,""
17867,2022Q3,S08000019,S08000019,"",Melanoma,"",27,"",23,""
17868,2022Q3,S08000019,S08000031,"",Melanoma,"",1,"",1,""
17869,2022Q3,S08000019,S92000003,d,Melanoma,"",28,"",24,""
17870,2022Q3,S08000020,S08000020,"",Melanoma,"",28,"",27,""
17871,2022Q3,S08000020,S92000003,d,Melanoma,"",28,"",27,""
17872,2022Q3,S08000022,S08000022,"",Melanoma,"",18,"",17,""
17873,2022Q3,S08000022,S08000031,"",Melanoma,"",1,"",1,""
17874,2022Q3,S08000022,S92000003,d,Melanoma,"",19,"",18,""
17875,2022Q3,S08000024,S08000024,"",Melanoma,"",64,"",62,""
17876,2022Q3,S08000024,S92000003,d,Melanoma,"",64,"",62,""
17877,2022Q3,S08000025,S08000025,"",Melanoma,"",3,"",3,""
17878,2022Q3,S08000025,S92000003,d,Melanoma,"",3,"",3,""
17879,2022Q3,S08000026,S08000026,"",Melanoma,"",1,"",1,""
17880,2022Q3,S08000026,S92000003,d,Melanoma,"",1,"",1,""
17881,2022Q3,S08000028,S08000028,"",Melanoma,"",1,"",1,""
17882,2022Q3,S08000028,S92000003,d,Melanoma,"",1,"",1,""
17883,2022Q3,S08000029,S08000029,"",Melanoma,"",7,"",7,""
17884,2022Q3,S08000029,S92000003,d,Melanoma,"",7,"",7,""
17885,2022Q3,S08000030,S08000030,"",Melanoma,"",30,"",29,""
17886,2022Q3,S08000030,S92000003,d,Melanoma,"",30,"",29,""
17887,2022Q3,S08000031,S08000031,"",Melanoma,"",110,"",105,""
17888,2022Q3,S08000031,S92000003,d,Melanoma,"",110,"",105,""
17889,2022Q3,S08000032,S08000032,"",Melanoma,"",51,"",51,""
17890,2022Q3,S08000032,S92000003,d,Melanoma,"",51,"",51,""
17891,2022Q3,S08000015,S08000015,"",Ovarian,"",6,"",6,""
17892,2022Q3,S08000015,S08000031,"",Ovarian,"",5,"",5,""
17893,2022Q3,S08000015,S92000003,d,Ovarian,"",11,"",11,""
17894,2022Q3,S08000016,S08000016,"",Ovarian,"",4,"",4,""
17895,2022Q3,S08000016,S08000024,"",Ovarian,"",1,"",1,""
17896,2022Q3,S08000016,S92000003,d,Ovarian,"",5,"",5,""
17897,2022Q3,S08000017,S08000017,"",Ovarian,"",3,"",3,""
17898,2022Q3,S08000017,S08000024,"",Ovarian,"",1,"",1,""
17899,2022Q3,S08000017,S92000003,d,Ovarian,"",4,"",4,""
17900,2022Q3,S08000019,S08000019,"",Ovarian,"",4,"",4,""
17901,2022Q3,S08000019,S08000031,"",Ovarian,"",6,"",6,""
17902,2022Q3,S08000019,S92000003,d,Ovarian,"",10,"",10,""
17903,2022Q3,S08000020,S08000020,"",Ovarian,"",18,"",18,""
17904,2022Q3,S08000020,S92000003,d,Ovarian,"",18,"",18,""
17905,2022Q3,S08000022,S08000022,"",Ovarian,"",6,"",5,""
17906,2022Q3,S08000022,S92000003,d,Ovarian,"",6,"",5,""
17907,2022Q3,S08000024,S08000024,"",Ovarian,"",10,"",10,""
17908,2022Q3,S08000024,S92000003,d,Ovarian,"",10,"",10,""
17909,2022Q3,S08000025,S08000025,"",Ovarian,"",1,"",1,""
17910,2022Q3,S08000025,S92000003,d,Ovarian,"",1,"",1,""
17911,2022Q3,S08000028,S08000028,"",Ovarian,"",1,"",1,""
17912,2022Q3,S08000028,S08000031,"",Ovarian,"",1,"",1,""
17913,2022Q3,S08000028,S92000003,d,Ovarian,"",2,"",2,""
17914,2022Q3,S08000029,S08000029,"",Ovarian,"",1,"",1,""
17915,2022Q3,S08000029,S92000003,d,Ovarian,"",1,"",1,""
17916,2022Q3,S08000030,S08000020,"",Ovarian,"",2,"",2,""
17917,2022Q3,S08000030,S08000030,"",Ovarian,"",4,"",4,""
17918,2022Q3,S08000030,S92000003,d,Ovarian,"",6,"",6,""
17919,2022Q3,S08000031,S08000031,"",Ovarian,"",19,"",19,""
17920,2022Q3,S08000031,S92000003,d,Ovarian,"",19,"",19,""
17921,2022Q3,S08000032,S08000031,"",Ovarian,"",8,"",8,""
17922,2022Q3,S08000032,S08000032,"",Ovarian,"",7,"",7,""
17923,2022Q3,S08000032,S92000003,d,Ovarian,"",15,"",15,""
17924,2022Q3,S08000015,S08000015,"",Upper GI,"",35,"",35,""
17925,2022Q3,S08000015,S08000031,"",Upper GI,"",10,"",10,""
17926,2022Q3,S08000015,S92000003,d,Upper GI,"",45,"",45,""
17927,2022Q3,S08000016,S08000016,"",Upper GI,"",8,"",8,""
17928,2022Q3,S08000016,S08000024,"",Upper GI,"",4,"",4,""
17929,2022Q3,S08000016,S92000003,d,Upper GI,"",12,"",12,""
17930,2022Q3,S08000017,S08000017,"",Upper GI,"",27,"",27,""
17931,2022Q3,S08000017,S08000024,"",Upper GI,"",6,"",6,""
17932,2022Q3,S08000017,S92000003,d,Upper GI,"",33,"",33,""
17933,2022Q3,S08000019,S08000019,"",Upper GI,"",21,"",21,""
17934,2022Q3,S08000019,S08000024,"",Upper GI,"",6,"",5,""
17935,2022Q3,S08000019,S08000031,"",Upper GI,"",11,"",11,""
17936,2022Q3,S08000019,S92000003,d,Upper GI,"",38,"",37,""
17937,2022Q3,S08000020,S08000020,"",Upper GI,"",80,"",79,""
17938,2022Q3,S08000020,S92000003,d,Upper GI,"",80,"",79,""
17939,2022Q3,S08000022,S08000022,"",Upper GI,"",31,"",31,""
17940,2022Q3,S08000022,S08000031,"",Upper GI,"",1,"",1,""
17941,2022Q3,S08000022,S92000003,d,Upper GI,"",32,"",32,""
17942,2022Q3,S08000024,S08000024,"",Upper GI,"",111,"",110,""
17943,2022Q3,S08000024,S92000003,d,Upper GI,"",111,"",110,""
17944,2022Q3,S08000025,S08000025,"",Upper GI,"",1,"",1,""
17945,2022Q3,S08000025,S92000003,d,Upper GI,"",1,"",1,""
17946,2022Q3,S08000026,S08000020,"",Upper GI,"",1,"",1,""
17947,2022Q3,S08000026,S08000026,"",Upper GI,"",1,"",1,""
17948,2022Q3,S08000026,S92000003,d,Upper GI,"",2,"",2,""
17949,2022Q3,S08000028,S08000022,"",Upper GI,"",3,"",3,""
17950,2022Q3,S08000028,S08000028,"",Upper GI,"",1,"",1,""
17951,2022Q3,S08000028,S92000003,d,Upper GI,"",4,"",4,""
17952,2022Q3,S08000029,S08000024,"",Upper GI,"",4,"",4,""
17953,2022Q3,S08000029,S08000029,"",Upper GI,"",37,"",36,""
17954,2022Q3,S08000029,S92000003,d,Upper GI,"",41,"",40,""
17955,2022Q3,S08000030,S08000024,"",Upper GI,"",1,"",1,""
17956,2022Q3,S08000030,S08000030,"",Upper GI,"",66,"",64,""
17957,2022Q3,S08000030,S92000003,d,Upper GI,"",67,"",65,""
17958,2022Q3,S08000031,S08000024,"",Upper GI,"",1,"",1,""
17959,2022Q3,S08000031,S08000031,"",Upper GI,"",129,"",127,""
17960,2022Q3,S08000031,S92000003,d,Upper GI,"",130,"",128,""
17961,2022Q3,S08000032,S08000024,"",Upper GI,"",3,"",2,""
17962,2022Q3,S08000032,S08000031,"",Upper GI,"",13,"",13,""
17963,2022Q3,S08000032,S08000032,"",Upper GI,"",47,"",47,""
17964,2022Q3,S08000032,S92000003,d,Upper GI,"",63,"",62,""
17965,2022Q3,S08000015,S08000015,"",Urological,"",53,"",53,""
17966,2022Q3,S08000015,S08000031,"",Urological,"",3,"",2,""
17967,2022Q3,S08000015,S92000003,d,Urological,"",56,"",55,""
17968,2022Q3,S08000016,S08000016,"",Urological,"",23,"",22,""
17969,2022Q3,S08000016,S08000024,"",Urological,"",1,"",1,""
17970,2022Q3,S08000016,S08000031,"",Urological,"",1,"",1,""
17971,2022Q3,S08000016,S92000003,d,Urological,"",25,"",24,""
17972,2022Q3,S08000017,S08000017,"",Urological,"",44,"",40,""
17973,2022Q3,S08000017,S08000024,"",Urological,"",7,"",4,""
17974,2022Q3,S08000017,S92000003,d,Urological,"",51,"",44,""
17975,2022Q3,S08000019,S08000019,"",Urological,"",99,"",97,""
17976,2022Q3,S08000019,S08000031,"",Urological,"",15,"",6,""
17977,2022Q3,S08000019,S92000003,d,Urological,"",114,"",103,""
17978,2022Q3,S08000020,S08000020,"",Urological,"",189,"",175,""
17979,2022Q3,S08000020,S08000026,"",Urological,"",1,"",1,""
17980,2022Q3,S08000020,S92000003,d,Urological,"",190,"",176,""
17981,2022Q3,S08000022,S08000020,"",Urological,"",3,"",3,""
17982,2022Q3,S08000022,S08000022,"",Urological,"",82,"",73,""
17983,2022Q3,S08000022,S08000024,"",Urological,"",1,"",1,""
17984,2022Q3,S08000022,S08000031,"",Urological,"",2,"",1,""
17985,2022Q3,S08000022,S92000003,d,Urological,"",88,"",78,""
17986,2022Q3,S08000024,S08000024,"",Urological,"",198,"",169,""
17987,2022Q3,S08000024,S92000003,d,Urological,"",198,"",169,""
17988,2022Q3,S08000025,S08000025,"",Urological,"",2,"",2,""
17989,2022Q3,S08000025,S92000003,d,Urological,"",2,"",2,""
17990,2022Q3,S08000026,S08000020,"",Urological,"",2,"",1,""
17991,2022Q3,S08000026,S08000026,"",Urological,"",7,"",7,""
17992,2022Q3,S08000026,S92000003,d,Urological,"",9,"",8,""
17993,2022Q3,S08000028,S08000020,"",Urological,"",1,"",0,""
17994,2022Q3,S08000028,S08000022,"",Urological,"",5,"",4,""
17995,2022Q3,S08000028,S08000028,"",Urological,"",2,"",2,""
17996,2022Q3,S08000028,S08000031,"",Urological,"",1,"",0,""
17997,2022Q3,S08000028,S92000003,d,Urological,"",9,"",6,""
17998,2022Q3,S08000029,S08000024,"",Urological,"",11,"",2,""
17999,2022Q3,S08000029,S08000029,"",Urological,"",99,"",89,""
18000,2022Q3,S08000029,S08000031,"",Urological,"",1,"",1,""
18001,2022Q3,S08000029,S92000003,d,Urological,"",111,"",92,""
18002,2022Q3,S08000030,S08000030,"",Urological,"",123,"",121,""
18003,2022Q3,S08000030,S92000003,d,Urological,"",123,"",121,""
18004,2022Q3,S08000031,S08000017,"",Urological,"",1,"",1,""
18005,2022Q3,S08000031,S08000031,"",Urological,"",396,"",341,""
18006,2022Q3,S08000031,S92000003,d,Urological,"",397,"",342,""
18007,2022Q3,S08000032,S08000031,"",Urological,"",14,"",7,""
18008,2022Q3,S08000032,S08000032,"",Urological,"",101,"",96,""
18009,2022Q3,S08000032,S92000003,d,Urological,"",115,"",103,""
18010,2022Q4,S08000015,S08000015,"",All Cancer Types,d,344,"",340,""
18011,2022Q4,S08000015,S08000015,"",Breast,"",109,"",105,""
18012,2022Q4,S08000015,S08000015,"",Cervical,"",3,"",3,""
18013,2022Q4,S08000015,S08000015,"",Colorectal,"",45,"",45,""
18014,2022Q4,S08000015,S08000015,"",Head & Neck,"",13,"",13,""
18015,2022Q4,S08000015,S08000015,"",Lung,"",43,"",43,""
18016,2022Q4,S08000015,S08000015,"",Lymphoma,"",16,"",16,""
18017,2022Q4,S08000015,S08000015,"",Melanoma,"",11,"",11,""
18018,2022Q4,S08000015,S08000015,"",Ovarian,"",4,"",4,""
18019,2022Q4,S08000015,S08000015,"",Upper GI,"",30,"",30,""
18020,2022Q4,S08000015,S08000015,"",Urological,"",70,"",70,""
18021,2022Q4,S08000015,S08000017,"",All Cancer Types,d,1,"",1,""
18022,2022Q4,S08000015,S08000017,"",Breast,"",1,"",1,""
18023,2022Q4,S08000015,S08000024,"",All Cancer Types,d,1,"",1,""
18024,2022Q4,S08000015,S08000024,"",Breast,"",1,"",1,""
18025,2022Q4,S08000015,S08000031,"",All Cancer Types,d,77,"",72,""
18026,2022Q4,S08000015,S08000031,"",Breast,"",1,"",1,""
18027,2022Q4,S08000015,S08000031,"",Cervical,"",6,"",5,""
18028,2022Q4,S08000015,S08000031,"",Colorectal,"",5,"",5,""
18029,2022Q4,S08000015,S08000031,"",Head & Neck,"",17,"",16,""
18030,2022Q4,S08000015,S08000031,"",Lung,"",18,"",18,""
18031,2022Q4,S08000015,S08000031,"",Ovarian,"",5,"",5,""
18032,2022Q4,S08000015,S08000031,"",Upper GI,"",16,"",16,""
18033,2022Q4,S08000015,S08000031,"",Urological,"",9,"",6,""
18034,2022Q4,S08000015,S92000003,d,All Cancer Types,d,430,"",421,""
18035,2022Q4,S08000015,S92000003,d,Breast,"",112,"",108,""
18036,2022Q4,S08000015,S92000003,d,Cervical,"",9,"",8,""
18037,2022Q4,S08000015,S92000003,d,Colorectal,"",50,"",50,""
18038,2022Q4,S08000015,S92000003,d,Head & Neck,"",30,"",29,""
18039,2022Q4,S08000015,S92000003,d,Lung,"",68,"",68,""
18040,2022Q4,S08000015,S92000003,d,Lymphoma,"",16,"",16,""
18041,2022Q4,S08000015,S92000003,d,Melanoma,"",11,"",11,""
18042,2022Q4,S08000015,S92000003,d,Ovarian,"",9,"",9,""
18043,2022Q4,S08000015,S92000003,d,Upper GI,"",46,"",46,""
18044,2022Q4,S08000015,S92000003,d,Urological,"",79,"",76,""
18045,2022Q4,S08000015,SB0801,"",All Cancer Types,d,7,"",7,""
18046,2022Q4,S08000015,SB0801,"",Lung,"",7,"",7,""
18047,2022Q4,S08000016,S08000016,"",All Cancer Types,d,100,"",98,""
18048,2022Q4,S08000016,S08000016,"",Breast,"",21,"",20,""
18049,2022Q4,S08000016,S08000016,"",Cervical,"",2,"",2,""
18050,2022Q4,S08000016,S08000016,"",Colorectal,"",17,"",16,""
18051,2022Q4,S08000016,S08000016,"",Head & Neck,"",1,"",1,""
18052,2022Q4,S08000016,S08000016,"",Lung,"",12,"",12,""
18053,2022Q4,S08000016,S08000016,"",Lymphoma,"",4,"",4,""
18054,2022Q4,S08000016,S08000016,"",Melanoma,"",7,"",7,""
18055,2022Q4,S08000016,S08000016,"",Ovarian,"",5,"",5,""
18056,2022Q4,S08000016,S08000016,"",Upper GI,"",4,"",4,""
18057,2022Q4,S08000016,S08000016,"",Urological,"",27,"",27,""
18058,2022Q4,S08000016,S08000024,"",All Cancer Types,d,12,"",11,""
18059,2022Q4,S08000016,S08000024,"",Colorectal,"",2,"",2,""
18060,2022Q4,S08000016,S08000024,"",Head & Neck,"",2,"",2,""
18061,2022Q4,S08000016,S08000024,"",Lung,"",4,"",4,""
18062,2022Q4,S08000016,S08000024,"",Upper GI,"",3,"",3,""
18063,2022Q4,S08000016,S08000024,"",Urological,"",1,"",0,""
18064,2022Q4,S08000016,S08000031,"",All Cancer Types,d,1,"",1,""
18065,2022Q4,S08000016,S08000031,"",Colorectal,"",1,"",1,""
18066,2022Q4,S08000016,S92000003,d,All Cancer Types,d,113,"",110,""
18067,2022Q4,S08000016,S92000003,d,Breast,"",21,"",20,""
18068,2022Q4,S08000016,S92000003,d,Cervical,"",2,"",2,""
18069,2022Q4,S08000016,S92000003,d,Colorectal,"",20,"",19,""
18070,2022Q4,S08000016,S92000003,d,Head & Neck,"",3,"",3,""
18071,2022Q4,S08000016,S92000003,d,Lung,"",16,"",16,""
18072,2022Q4,S08000016,S92000003,d,Lymphoma,"",4,"",4,""
18073,2022Q4,S08000016,S92000003,d,Melanoma,"",7,"",7,""
18074,2022Q4,S08000016,S92000003,d,Ovarian,"",5,"",5,""
18075,2022Q4,S08000016,S92000003,d,Upper GI,"",7,"",7,""
18076,2022Q4,S08000016,S92000003,d,Urological,"",28,"",27,""
18077,2022Q4,S08000017,S08000017,"",All Cancer Types,d,193,"",188,""
18078,2022Q4,S08000017,S08000017,"",Breast,"",23,"",23,""
18079,2022Q4,S08000017,S08000017,"",Cervical,"",1,"",1,""
18080,2022Q4,S08000017,S08000017,"",Colorectal,"",33,"",32,""
18081,2022Q4,S08000017,S08000017,"",Lung,"",30,"",30,""
18082,2022Q4,S08000017,S08000017,"",Lymphoma,"",8,"",8,""
18083,2022Q4,S08000017,S08000017,"",Melanoma,"",12,"",12,""
18084,2022Q4,S08000017,S08000017,"",Ovarian,"",2,"",2,""
18085,2022Q4,S08000017,S08000017,"",Upper GI,"",22,"",22,""
18086,2022Q4,S08000017,S08000017,"",Urological,"",62,"",58,""
18087,2022Q4,S08000017,S08000024,"",All Cancer Types,d,36,"",27,""
18088,2022Q4,S08000017,S08000024,"",Cervical,"",2,"",2,""
18089,2022Q4,S08000017,S08000024,"",Colorectal,"",3,"",2,""
18090,2022Q4,S08000017,S08000024,"",Head & Neck,"",4,"",4,""
18091,2022Q4,S08000017,S08000024,"",Lung,"",8,"",8,""
18092,2022Q4,S08000017,S08000024,"",Lymphoma,"",2,"",2,""
18093,2022Q4,S08000017,S08000024,"",Ovarian,"",2,"",2,""
18094,2022Q4,S08000017,S08000024,"",Upper GI,"",4,"",4,""
18095,2022Q4,S08000017,S08000024,"",Urological,"",11,"",3,""
18096,2022Q4,S08000017,S08000031,"",All Cancer Types,d,2,"",2,""
18097,2022Q4,S08000017,S08000031,"",Head & Neck,"",2,"",2,""
18098,2022Q4,S08000017,S92000003,d,All Cancer Types,d,235,"",221,""
18099,2022Q4,S08000017,S92000003,d,Breast,"",23,"",23,""
18100,2022Q4,S08000017,S92000003,d,Cervical,"",3,"",3,""
18101,2022Q4,S08000017,S92000003,d,Colorectal,"",36,"",34,""
18102,2022Q4,S08000017,S92000003,d,Head & Neck,"",6,"",6,""
18103,2022Q4,S08000017,S92000003,d,Lung,"",42,"",42,""
18104,2022Q4,S08000017,S92000003,d,Lymphoma,"",10,"",10,""
18105,2022Q4,S08000017,S92000003,d,Melanoma,"",12,"",12,""
18106,2022Q4,S08000017,S92000003,d,Ovarian,"",4,"",4,""
18107,2022Q4,S08000017,S92000003,d,Upper GI,"",26,"",26,""
18108,2022Q4,S08000017,S92000003,d,Urological,"",73,"",61,""
18109,2022Q4,S08000017,SB0801,"",All Cancer Types,d,4,"",4,""
18110,2022Q4,S08000017,SB0801,"",Lung,"",4,"",4,""
18111,2022Q4,S08000019,S08000019,"",All Cancer Types,d,315,"",300,""
18112,2022Q4,S08000019,S08000019,"",Breast,"",53,"",53,""
18113,2022Q4,S08000019,S08000019,"",Cervical,"",2,"",1,""
18114,2022Q4,S08000019,S08000019,"",Colorectal,"",38,"",34,""
18115,2022Q4,S08000019,S08000019,"",Head & Neck,"",8,"",8,""
18116,2022Q4,S08000019,S08000019,"",Lung,"",46,"",46,""
18117,2022Q4,S08000019,S08000019,"",Lymphoma,"",17,"",17,""
18118,2022Q4,S08000019,S08000019,"",Melanoma,"",17,"",12,""
18119,2022Q4,S08000019,S08000019,"",Ovarian,"",1,"",1,""
18120,2022Q4,S08000019,S08000019,"",Upper GI,"",30,"",30,""
18121,2022Q4,S08000019,S08000019,"",Urological,"",103,"",98,""
18122,2022Q4,S08000019,S08000024,"",All Cancer Types,d,4,"",3,""
18123,2022Q4,S08000019,S08000024,"",Colorectal,"",1,"",1,""
18124,2022Q4,S08000019,S08000024,"",Lung,"",1,"",1,""
18125,2022Q4,S08000019,S08000024,"",Upper GI,"",2,"",1,""
18126,2022Q4,S08000019,S08000031,"",All Cancer Types,d,62,"",44,""
18127,2022Q4,S08000019,S08000031,"",Colorectal,"",2,"",2,""
18128,2022Q4,S08000019,S08000031,"",Head & Neck,"",10,"",6,""
18129,2022Q4,S08000019,S08000031,"",Lung,"",12,"",11,""
18130,2022Q4,S08000019,S08000031,"",Ovarian,"",4,"",4,""
18131,2022Q4,S08000019,S08000031,"",Upper GI,"",12,"",12,""
18132,2022Q4,S08000019,S08000031,"",Urological,"",22,"",9,""
18133,2022Q4,S08000019,S08000032,"",All Cancer Types,d,3,"",3,""
18134,2022Q4,S08000019,S08000032,"",Head & Neck,"",3,"",3,""
18135,2022Q4,S08000019,S92000003,d,All Cancer Types,d,392,"",358,""
18136,2022Q4,S08000019,S92000003,d,Breast,"",53,"",53,""
18137,2022Q4,S08000019,S92000003,d,Cervical,"",2,"",1,""
18138,2022Q4,S08000019,S92000003,d,Colorectal,"",46,"",42,""
18139,2022Q4,S08000019,S92000003,d,Head & Neck,"",21,"",17,""
18140,2022Q4,S08000019,S92000003,d,Lung,"",62,"",61,""
18141,2022Q4,S08000019,S92000003,d,Lymphoma,"",17,"",17,""
18142,2022Q4,S08000019,S92000003,d,Melanoma,"",17,"",12,""
18143,2022Q4,S08000019,S92000003,d,Ovarian,"",5,"",5,""
18144,2022Q4,S08000019,S92000003,d,Upper GI,"",44,"",43,""
